"","polviews","race"
"29892","Moderate","White"
"29893","Liberal","Black"
"29894","Moderate","Black"
"29895","Slightly Conservative","White"
"29896","Moderate","Black"
"29897","Slightly Liberal","Black"
"29898","Conservative","Black"
"29899","Moderate","Black"
"29900","Slightly Conservative","White"
"29901","Moderate","White"
"29902","Conservative","White"
"29903","Conservative","White"
"29904","Slightly Conservative","White"
"29905","Moderate","White"
"29906","Slightly Liberal","White"
"29907","Moderate","White"
"29908","Moderate","White"
"29909","Moderate","White"
"29910","Moderate","White"
"29911","Conservative","White"
"29912","Conservative","White"
"29913","Moderate","White"
"29914","Moderate","Black"
"29915","Moderate","White"
"29916","Conservative","White"
"29917","Conservative","White"
"29918","Moderate","White"
"29919","Conservative","White"
"29920","Moderate","White"
"29921","Liberal","White"
"29922","Slightly Liberal","White"
"29923","Conservative","White"
"29924","Extrmly Conservative","White"
"29925","Liberal","White"
"29926","Liberal","White"
"29927","Slightly Conservative","Other"
"29928","Conservative","White"
"29929","Slightly Liberal","White"
"29930","Moderate","White"
"29931","Slightly Liberal","White"
"29932","Slightly Liberal","White"
"29933","Slightly Liberal","Black"
"29934","Extrmly Conservative","Black"
"29935","Moderate","Black"
"29936","Liberal","Black"
"29937","Slightly Conservative","Black"
"29938","Slightly Conservative","Black"
"29939","Liberal","Black"
"29940","Moderate","Black"
"29941","Liberal","Other"
"29942","Moderate","Black"
"29943","Moderate","Black"
"29944","Conservative","Black"
"29945","Moderate","White"
"29946","Slightly Liberal","Black"
"29947","Moderate","Black"
"29948","Extrmly Conservative","Black"
"29949","Slightly Liberal","Black"
"29950","Liberal","Black"
"29951","Moderate","White"
"29952","Slightly Conservative","White"
"29953","Moderate","White"
"29954","Liberal","White"
"29955","Moderate","White"
"29956","Slightly Conservative","White"
"29957","Slightly Conservative","White"
"29958","Moderate","White"
"29959","Moderate","White"
"29960","Slightly Conservative","White"
"29961","Moderate","White"
"29962","Moderate","White"
"29963","Conservative","White"
"29964","Moderate","White"
"29965","Moderate","White"
"29966","Conservative","White"
"29967","Slightly Liberal","White"
"29968","Conservative","White"
"29969","Slightly Conservative","White"
"29970","Moderate","White"
"29971","Moderate","White"
"29972","Slightly Conservative","White"
"29973","Liberal","White"
"29974","Moderate","White"
"29975","Moderate","White"
"29976","Moderate","White"
"29977","Conservative","White"
"29978","Liberal","White"
"29979","Moderate","White"
"29980","Moderate","White"
"29981","Conservative","White"
"29982","Liberal","White"
"29983","Slightly Conservative","White"
"29984","Moderate","White"
"29985","Extrmly Conservative","White"
"29986","Slightly Liberal","White"
"29987","Liberal","White"
"29988","Slightly Conservative","Black"
"29989","Moderate","Black"
"29990","Slightly Liberal","White"
"29991","Slightly Liberal","White"
"29992","Slightly Conservative","White"
"29993","Slightly Liberal","White"
"29994","Conservative","White"
"29995","Moderate","White"
"29996","Moderate","White"
"29997","Moderate","White"
"29998","Moderate","Black"
"29999","Liberal","Black"
"30000","Moderate","White"
"30001","Conservative","Black"
"30002","Liberal","Black"
"30003","Conservative","Black"
"30005","Moderate","Black"
"30006","Extremely Liberal","Black"
"30007","Conservative","Black"
"30008","Slightly Conservative","White"
"30009","Slightly Conservative","White"
"30010","Liberal","White"
"30011","Conservative","White"
"30012","Moderate","White"
"30013","Liberal","White"
"30014","Conservative","White"
"30015","Slightly Conservative","White"
"30016","Moderate","White"
"30017","Moderate","White"
"30018","Moderate","White"
"30019","Slightly Liberal","White"
"30020","Extremely Liberal","White"
"30021","Moderate","White"
"30022","Conservative","White"
"30023","Conservative","White"
"30024","Moderate","White"
"30025","Slightly Conservative","White"
"30026","Slightly Liberal","White"
"30027","Moderate","White"
"30028","Conservative","White"
"30029","Moderate","White"
"30030","Moderate","White"
"30031","Moderate","White"
"30032","Conservative","White"
"30033","Moderate","White"
"30034","Liberal","White"
"30035","Moderate","Black"
"30036","Moderate","Black"
"30037","Slightly Liberal","Black"
"30038","Moderate","Black"
"30039","Liberal","Black"
"30040","Conservative","White"
"30041","Liberal","White"
"30042","Slightly Conservative","Black"
"30043","Slightly Conservative","Black"
"30044","Liberal","White"
"30045","Extremely Liberal","Black"
"30046","Moderate","Black"
"30047","Slightly Liberal","Black"
"30048","Slightly Liberal","Black"
"30049","Slightly Liberal","Black"
"30050","Extrmly Conservative","Black"
"30051","Moderate","White"
"30052","Moderate","White"
"30053","Liberal","White"
"30054","Extremely Liberal","White"
"30055","Moderate","White"
"30056","Moderate","White"
"30057","Liberal","White"
"30058","Conservative","White"
"30059","Liberal","White"
"30060","Conservative","White"
"30061","Slightly Liberal","White"
"30062","Conservative","White"
"30063","Liberal","White"
"30064","Slightly Conservative","White"
"30065","Slightly Liberal","White"
"30066","Liberal","White"
"30067","Slightly Liberal","White"
"30068","Liberal","Black"
"30069","Moderate","White"
"30070","Liberal","Black"
"30071","Extremely Liberal","Other"
"30072","Slightly Liberal","Black"
"30073","Liberal","White"
"30074","Moderate","Black"
"30075","Moderate","White"
"30076","Slightly Liberal","White"
"30077","Moderate","Other"
"30078","Liberal","Other"
"30079","Conservative","White"
"30080","Moderate","White"
"30081","Extrmly Conservative","White"
"30082","Slightly Conservative","White"
"30083","Moderate","Other"
"30084","Slightly Conservative","White"
"30085","Slightly Liberal","White"
"30086","Slightly Liberal","White"
"30087","Conservative","White"
"30088","Slightly Conservative","White"
"30089","Slightly Conservative","White"
"30090","Extrmly Conservative","Other"
"30091","Slightly Conservative","White"
"30092","Conservative","White"
"30093","Moderate","Other"
"30094","Slightly Liberal","Other"
"30095","Moderate","White"
"30096","Extrmly Conservative","Other"
"30097","Liberal","White"
"30098","Moderate","Black"
"30099","Moderate","Black"
"30100","Conservative","White"
"30101","Moderate","Black"
"30102","Moderate","Black"
"30103","Slightly Liberal","Black"
"30104","Moderate","Black"
"30105","Slightly Conservative","Black"
"30106","Slightly Liberal","Black"
"30107","Conservative","White"
"30108","Moderate","White"
"30109","Moderate","Other"
"30110","Conservative","White"
"30111","Slightly Liberal","White"
"30112","Slightly Conservative","White"
"30113","Slightly Conservative","White"
"30114","Slightly Conservative","White"
"30115","Conservative","White"
"30116","Liberal","White"
"30117","Moderate","White"
"30118","Moderate","White"
"30119","Slightly Conservative","White"
"30120","Conservative","White"
"30121","Extrmly Conservative","White"
"30123","Moderate","Black"
"30124","Extremely Liberal","Black"
"30125","Liberal","White"
"30126","Moderate","White"
"30127","Extrmly Conservative","White"
"30128","Slightly Conservative","White"
"30129","Moderate","White"
"30130","Moderate","White"
"30131","Moderate","White"
"30132","Moderate","White"
"30133","Liberal","White"
"30134","Moderate","White"
"30135","Slightly Liberal","White"
"30136","Conservative","White"
"30137","Conservative","White"
"30138","Conservative","White"
"30139","Moderate","White"
"30140","Slightly Conservative","White"
"30141","Liberal","White"
"30142","Liberal","White"
"30143","Slightly Liberal","White"
"30144","Slightly Conservative","White"
"30145","Liberal","White"
"30146","Slightly Liberal","White"
"30147","Moderate","White"
"30148","Moderate","White"
"30149","Slightly Conservative","White"
"30150","Moderate","White"
"30151","Conservative","White"
"30152","Moderate","White"
"30153","Moderate","White"
"30154","Extrmly Conservative","White"
"30155","Slightly Conservative","White"
"30156","Slightly Liberal","White"
"30157","Slightly Liberal","White"
"30158","Extrmly Conservative","White"
"30159","Liberal","White"
"30161","Slightly Conservative","White"
"30162","Conservative","White"
"30163","Conservative","White"
"30164","Moderate","White"
"30165","Slightly Conservative","White"
"30166","Conservative","White"
"30167","Moderate","White"
"30168","Moderate","Black"
"30169","Moderate","Black"
"30170","Slightly Liberal","White"
"30171","Moderate","Black"
"30172","Conservative","White"
"30173","Conservative","White"
"30174","Liberal","White"
"30175","Conservative","White"
"30176","Conservative","Other"
"30177","Conservative","White"
"30178","Moderate","White"
"30179","Liberal","White"
"30180","Conservative","White"
"30181","Slightly Conservative","White"
"30182","Extrmly Conservative","White"
"30183","Moderate","White"
"30184","Moderate","White"
"30185","Slightly Conservative","White"
"30186","Conservative","White"
"30187","Slightly Conservative","White"
"30188","Moderate","White"
"30189","Moderate","White"
"30190","Moderate","White"
"30191","Slightly Conservative","White"
"30192","Moderate","White"
"30193","Slightly Liberal","Other"
"30194","Slightly Liberal","Other"
"30195","Moderate","White"
"30196","Conservative","White"
"30197","Conservative","White"
"30198","Slightly Conservative","White"
"30199","Moderate","Black"
"30200","Extrmly Conservative","White"
"30201","Conservative","White"
"30202","Slightly Conservative","White"
"30203","Moderate","Black"
"30204","Conservative","White"
"30205","Extremely Liberal","Black"
"30206","Conservative","White"
"30207","Moderate","Black"
"30208","Slightly Liberal","Black"
"30209","Moderate","Black"
"30210","Extremely Liberal","Black"
"30211","Slightly Conservative","White"
"30212","Slightly Conservative","White"
"30213","Slightly Conservative","White"
"30214","Slightly Liberal","White"
"30215","Conservative","White"
"30216","Moderate","White"
"30217","Conservative","White"
"30218","Slightly Conservative","White"
"30219","Slightly Liberal","White"
"30220","Conservative","White"
"30221","Slightly Liberal","White"
"30222","Extremely Liberal","White"
"30223","Moderate","White"
"30224","Conservative","White"
"30225","Liberal","White"
"30226","Moderate","Other"
"30227","Slightly Conservative","White"
"30228","Slightly Conservative","White"
"30229","Liberal","White"
"30230","Slightly Liberal","White"
"30231","Moderate","White"
"30232","Slightly Liberal","White"
"30233","Slightly Conservative","White"
"30234","Moderate","White"
"30235","Moderate","White"
"30236","Conservative","Other"
"30237","Moderate","White"
"30238","Moderate","White"
"30239","Moderate","White"
"30240","Liberal","White"
"30241","Moderate","Other"
"30242","Slightly Conservative","White"
"30243","Moderate","White"
"30244","Moderate","White"
"30246","Moderate","White"
"30247","Conservative","White"
"30248","Moderate","White"
"30249","Moderate","White"
"30250","Moderate","White"
"30251","Slightly Liberal","Black"
"30252","Moderate","Black"
"30253","Slightly Conservative","Black"
"30254","Slightly Conservative","Black"
"30255","Slightly Liberal","Black"
"30256","Slightly Liberal","Black"
"30257","Moderate","Black"
"30258","Moderate","White"
"30260","Moderate","White"
"30261","Extremely Liberal","White"
"30262","Conservative","White"
"30263","Slightly Conservative","Black"
"30264","Moderate","White"
"30265","Moderate","White"
"30266","Moderate","White"
"30267","Slightly Liberal","Black"
"30268","Slightly Liberal","Black"
"30269","Slightly Conservative","Black"
"30270","Moderate","Black"
"30271","Slightly Liberal","Black"
"30272","Liberal","Black"
"30273","Liberal","Black"
"30274","Liberal","Black"
"30275","Slightly Liberal","Black"
"30276","Liberal","Black"
"30277","Slightly Conservative","White"
"30278","Conservative","White"
"30279","Moderate","White"
"30280","Conservative","White"
"30281","Slightly Conservative","White"
"30282","Slightly Conservative","White"
"30283","Moderate","White"
"30284","Moderate","White"
"30285","Liberal","White"
"30286","Liberal","White"
"30287","Slightly Conservative","White"
"30288","Slightly Liberal","White"
"30289","Moderate","White"
"30290","Liberal","White"
"30291","Extremely Liberal","White"
"30292","Slightly Liberal","Other"
"30293","Moderate","White"
"30294","Liberal","White"
"30295","Moderate","White"
"30296","Liberal","White"
"30297","Moderate","White"
"30298","Liberal","White"
"30299","Moderate","White"
"30300","Slightly Liberal","White"
"30301","Conservative","White"
"30302","Slightly Liberal","White"
"30303","Slightly Liberal","White"
"30304","Moderate","White"
"30305","Slightly Conservative","White"
"30306","Liberal","White"
"30307","Moderate","White"
"30308","Conservative","White"
"30309","Slightly Liberal","White"
"30310","Extremely Liberal","White"
"30311","Slightly Liberal","White"
"30312","Conservative","White"
"30313","Slightly Liberal","White"
"30314","Slightly Liberal","White"
"30315","Slightly Conservative","White"
